Date,Front_Contract,Front_Close,Front_High,Front_Low,Front_Open,Front_Volume,Front_OI,FV1_Contract,FV1_Close,FV1_High,FV1_Low,FV1_Open,FV1_Volume,FV1_OI
02/19/2010,FVH10,115.9765625,116.1328125,115.7890625,115.90625,622360,859756,FVM10,114.8046875,114.9375,114.6171875,114.6796875,66432,87053
02/22/2010,FVH10,116.046875,116.1171875,115.9375,115.984375,421823,765598,FVM10,114.875,114.953125,114.765625,114.8046875,120638,154681
02/23/2010,FVH10,116.5078125,116.5859375,116.015625,116.0390625,861801,591220,FVM10,115.3515625,115.421875,114.8515625,114.890625,338930,335120
02/24/2010,FVH10,116.4765625,116.6796875,116.390625,116.5234375,987756,343778,FVM10,115.3515625,115.546875,115.25,115.375,538563,638864
02/25/2010,FVH10,116.8203125,116.8984375,116.4609375,116.4921875,717831,156640,FVM10,115.6875,116.0703125,115.34375,115.359375,382222,832406
02/26/2010,FVH10,117.046875,117.0703125,116.75,116.828125,162782,117138,FVM10,115.9375,115.9609375,115.609375,115.6796875,413357,885135
03/01/2010,FVH10,117.03125,117.09375,116.8203125,116.8515625,66564,88695,FVM10,115.921875,115.9765625,115.71875,115.78125,355312,913027
03/02/2010,FVH10,117.09375,117.140625,116.8671875,116.984375,39987,73860,FVM10,115.984375,116.03125,115.7421875,115.9140625,333488,930185
03/03/2010,FVH10,117.109375,117.171875,116.9453125,117.109375,27178,60622,FVM10,115.9921875,116.0625,115.828125,116.0078125,366359,944896
03/04/2010,FVH10,117.03125,117.265625,116.8515625,117.0859375,38143,55550,FVM10,115.921875,116.1484375,115.734375,115.9921875,477886,950534
03/05/2010,FVH10,116.734375,117.09375,116.6015625,117.03125,27250,45993,FVM10,115.625,115.9921875,115.46875,115.9375,564058,941968
03/08/2010,FVH10,116.703125,116.7578125,116.5625,116.7578125,5963,44458,FVM10,115.578125,115.65625,115.4453125,115.65625,283842,935983
03/09/2010,FVH10,116.78125,116.859375,116.671875,116.6796875,9988,40863,FVM10,115.65625,115.75,115.5,115.5,351926,943245
03/10/2010,FVH10,116.5703125,116.796875,116.5,116.796875,7329,33904,FVM10,115.4453125,115.703125,115.3828125,115.65625,434896,935159
03/11/2010,FVH10,116.4140625,116.5234375,116.3515625,116.5,8415,30182,FVM10,115.28125,115.484375,115.2109375,115.4375,459580,925105
03/12/2010,FVH10,116.3828125,116.5546875,116.0546875,116.3515625,10763,26057,FVM10,115.25,115.4140625,114.890625,115.2578125,585668,897422
03/15/2010,FVH10,116.4609375,116.53125,116.359375,116.4453125,2797,24205,FVM10,115.328125,115.3984375,115.1875,115.3046875,296470,890302
03/16/2010,FVH10,116.71875,116.765625,116.3828125,116.4140625,8085,21896,FVM10,115.6171875,115.6875,115.234375,115.3515625,449423,913459
03/17/2010,FVH10,116.609375,116.7109375,116.546875,116.6484375,1391,21134,FVM10,115.5078125,115.6328125,115.4375,115.5859375,350853,920067
03/18/2010,FVH10,116.390625,116.6796875,116.375,116.6796875,1919,20113,FVM10,115.28125,115.6171875,115.25,115.5078125,433136,912788
03/19/2010,FVH10,116.21875,116.4140625,116.1796875,116.234375,3094,18536,FVM10,115.09375,115.3359375,115.046875,115.2578125,399867,899074
03/22/2010,FVH10,116.421875,116.4921875,116.28125,116.34375,1541,17878,FVM10,115.296875,115.375,115.046875,115.0546875,353261,893237
03/23/2010,FVH10,116.3984375,116.5703125,116.3671875,116.515625,3321,15536,FVM10,115.3125,115.46875,115.2578125,115.3125,317874,885983
03/24/2010,FVH10,115.6875,116.2734375,115.5546875,116.2578125,1761,15209,FVM10,114.5703125,115.3203125,114.421875,115.2734375,814547,905837
03/25/2010,FVH10,115.515625,115.734375,115.359375,115.6875,3128,13175,FVM10,114.3984375,114.6484375,114.2265625,114.515625,624158,886636
03/26/2010,FVH10,115.796875,115.84375,115.46875,115.703125,538,12955,FVM10,114.6640625,114.71875,114.34375,114.515625,397742,877454
03/29/2010,FVH10,115.8046875,115.8984375,115.71875,115.71875,261,12950,FVM10,114.6640625,114.7734375,114.5078125,114.65625,297951,882328
03/30/2010,FVH10,115.765625,115.796875,115.65625,115.71875,1048,12305,FVM10,114.6171875,114.71875,114.484375,114.6484375,377598,884193
03/31/2010,FVH10,115.984375,116.015625,115.7265625,115.7265625,3344,9202,FVM10,114.84375,114.8828125,114.53125,114.6171875,496586,899221
04/01/2010,FVM10,114.7265625,114.8828125,114.640625,114.8203125,341018,895918,FVU10,113.59375,114.408203125,113.59375,114.19921875,331351,15
04/02/2010,FVM10,114.265625,114.875,114.25,114.6796875,173658,898885,FVU10,113.15625,113.93359375,113.15625,113.78125,166117,15
04/05/2010,FVM10,113.9453125,114.3203125,113.875,114.2421875,374183,891410,FVU10,112.7890625,113.458984375,112.7890625,113.36328125,882,884
04/06/2010,FVM10,114.109375,114.234375,113.96875,113.96875,476331,919088,FVU10,112.953125,112.984375,112.890625,112.9453125,5,884
04/07/2010,FVM10,114.6015625,114.6484375,114.15625,114.1796875,509786,907936,FVU10,113.46875,113.4921875,113.078125,113.1015625,89,946
04/08/2010,FVM10,114.515625,114.78125,114.46875,114.625,453480,912562,FVU10,113.3828125,113.55729166666667,113.25260416666667,113.28125,240,946
04/09/2010,FVM10,114.5,114.5859375,114.3125,114.5078125,331319,897374,FVU10,113.3828125,113.62239583333333,113.3828125,113.4609375,390,1320
04/12/2010,FVM10,114.7421875,114.828125,114.3125,114.453125,396741,911793,FVU10,113.625,113.6875,113.6015625,113.640625,6,1322
04/13/2010,FVM10,114.8671875,114.9921875,114.6796875,114.7578125,495610,927060,FVU10,113.7578125,113.7578125,113.59375,113.59375,52,1311
04/14/2010,FVM10,114.734375,114.9140625,114.6796875,114.796875,404410,924029,FVU10,113.625,113.7890625,113.609375,113.6328125,219,1311
04/15/2010,FVM10,114.9140625,114.9921875,114.65625,114.7109375,404974,940986,FVU10,113.8125,113.8671875,113.578125,113.59375,12,1318
04/16/2010,FVM10,115.390625,115.4921875,114.9765625,114.9765625,595232,949981,FVU10,114.296875,114.296875,113.9453125,113.9921875,5,1321
04/19/2010,FVM10,115.1484375,115.625,115.140625,115.4609375,377490,941358,FVU10,114.0546875,114.4453125,114.0546875,114.4453125,58,1341
04/20/2010,FVM10,115.0703125,115.2265625,114.9375,115.15625,394077,943037,FVU10,113.9765625,114.03125,113.859375,113.9609375,2,1343
04/21/2010,FVM10,115.2734375,115.2890625,114.953125,115.078125,393483,950371,FVU10,114.1953125,114.1953125,113.921875,113.921875,17,1344
04/22/2010,FVM10,115.0703125,115.5,115.0234375,115.28125,510951,951505,FVU10,113.9921875,114.3984375,113.9609375,114.15625,53,1394
04/23/2010,FVM10,114.8359375,115.1796875,114.7421875,115.09375,457496,957883,FVU10,113.7578125,114.16796875,113.7578125,114.02734375,1,1393
04/26/2010,FVM10,114.9375,115.0625,114.734375,114.8671875,335938,962032,FVU10,113.8515625,113.9375,113.7890625,113.8984375,152,1494
04/27/2010,FVM10,115.5859375,115.71875,114.953125,114.9765625,678453,978005,FVU10,114.5234375,114.6328125,114.125,114.125,1083,1898
04/28/2010,FVM10,115.2109375,115.84375,115.15625,115.6328125,616336,969671,FVU10,114.1328125,114.765625,114.09375,114.5625,103,1950
04/29/2010,FVM10,115.53125,115.5390625,115.1484375,115.28125,407525,971942,FVU10,114.4609375,114.4609375,114.09375,114.203125,1196,2528
04/30/2010,FVM10,115.859375,115.9140625,115.4296875,115.53125,484992,982041,FVU10,114.828125,114.84375,114.734375,114.8125,2581,4297
05/03/2010,FVM10,115.5703125,115.828125,115.5546875,115.828125,327107,982099,FVU10,114.53125,114.953125,114.53125,114.8828125,103,4383
05/04/2010,FVM10,115.953125,116.09375,115.6015625,115.6484375,648735,992950,FVU10,114.9375,115.0625,114.90625,114.953125,4208,7620
05/05/2010,FVM10,116.34375,116.6796875,115.9375,115.984375,729078,998829,FVU10,115.359375,115.6875,114.9453125,114.984375,3196,10157
05/06/2010,FVM10,116.8984375,117.5234375,116.1953125,116.375,946817,1012800,FVU10,116.0546875,116.3203125,115.2421875,115.4765625,4967,11984
05/07/2010,FVM10,116.8984375,117.4296875,116.2578125,116.9453125,857385,982345,FVU10,115.9765625,116.28125,115.8125,116.078125,6342,13537
05/10/2010,FVM10,116.59375,116.703125,116.0,116.5234375,579341,999846,FVU10,115.6484375,115.75,115.0390625,115.515625,9243,14985
05/11/2010,FVM10,116.625,116.96875,116.4375,116.53125,486012,1012189,FVU10,115.6796875,115.921875,115.4921875,115.9140625,6096,17597
