Date,Front_Contract,Front_Close,Front_High,Front_Low,Front_Open,Front_Volume,Front_OI,FV1_Contract,FV1_Close,FV1_High,FV1_Low,FV1_Open,FV1_Volume,FV1_OI
12/08/2011,FVZ11,123.5703125,123.6015625,123.15625,123.3125,15535,56243,FVH12,123.2109375,123.2421875,122.765625,122.96875,492838,1263666
12/09/2011,FVZ11,123.3984375,123.59375,123.359375,123.4921875,13684,51472,FVH12,123.03125,123.2734375,122.96875,123.203125,350264,1279859
12/12/2011,FVZ11,123.484375,123.5703125,123.328125,123.328125,6877,47693,FVH12,123.1328125,123.21875,122.9296875,123.0,262639,1281254
12/13/2011,FVZ11,123.4921875,123.5859375,123.3515625,123.4296875,14489,43359,FVH12,123.140625,123.234375,122.9609375,123.09375,391364,1271147
12/14/2011,FVZ11,123.484375,123.53125,123.40625,123.453125,2664,41746,FVH12,123.125,123.1796875,123.03125,123.1484375,433978,1232720
12/15/2011,FVZ11,123.4765625,123.5625,123.375,123.5,9629,35351,FVH12,123.1171875,123.2109375,123.0,123.109375,359039,1223347
12/16/2011,FVZ11,123.6640625,123.734375,123.4453125,123.5390625,1649,35078,FVH12,123.3125,123.390625,123.0546875,123.125,361835,1228633
12/19/2011,FVZ11,123.6875,123.75,123.59375,123.71875,3118,34394,FVH12,123.3515625,123.3984375,123.2109375,123.3515625,298579,1219796
12/20/2011,FVZ11,123.4609375,123.609375,123.15625,123.5625,3426,33791,FVH12,123.1015625,123.328125,122.96875,123.328125,395025,1194537
12/21/2011,FVZ11,123.3046875,123.34375,123.3046875,123.34375,4024,33248,FVH12,122.953125,123.21875,122.890625,123.109375,381387,1193378
12/22/2011,FVZ11,123.2734375,123.5390625,123.1875,123.3046875,3815,33255,FVH12,122.9296875,123.078125,122.875,122.9453125,245952,1203858
12/23/2011,FVZ11,122.953125,123.25,122.953125,123.25,1269,33256,FVH12,122.5703125,122.96875,122.5234375,122.9296875,225982,1196111
12/27/2011,FVZ11,123.0234375,123.1015625,122.9609375,122.96875,581,33180,FVH12,122.65625,122.734375,122.5234375,122.59375,117062,1190509
12/28/2011,FVZ11,123.28125,123.28125,123.0625,123.0625,3744,33180,FVH12,122.9609375,122.9765625,122.6328125,122.6640625,209041,1191899
12/29/2011,FVZ11,123.3828125,123.390625,123.1875,123.1875,5800,33207,FVH12,123.0859375,123.1015625,122.828125,122.8984375,211580,1206265
12/30/2011,FVZ11,123.515625,123.546875,123.2421875,123.2578125,2329,643288,FVH12,123.2578125,123.3125,122.9296875,123.03125,210342,1235196
01/03/2012,FVH12,123.0546875,123.1796875,123.03125,123.1484375,319901,1253368,FVM12,122.703125,123.19921875,122.703125,123.05859375,105201,617613
01/04/2012,FVH12,123.0625,123.15625,123.0,123.0859375,389399,1274264,FVM12,122.8359375,123.0859375,122.8046875,123.0859375,60,30
01/05/2012,FVH12,123.109375,123.25,122.9609375,123.109375,547473,1272407,FVM12,122.875,122.875,122.8203125,122.8359375,51,11
01/06/2012,FVH12,123.2109375,123.265625,122.8203125,123.09375,459180,1278804,FVM12,122.96875,122.96875,122.625,122.625,3,10
01/09/2012,FVH12,123.3046875,123.390625,123.1328125,123.203125,276760,1303626,FVM12,123.0859375,123.1171875,122.765625,122.765625,56,56
01/10/2012,FVH12,123.2421875,123.3203125,123.1328125,123.2734375,339978,1330474,FVM12,123.0390625,123.0859375,122.90625,122.90625,3,56
01/11/2012,FVH12,123.421875,123.4609375,123.2421875,123.2421875,463234,1375321,FVM12,123.21875,123.2265625,123.046875,123.046875,2,56
01/12/2012,FVH12,123.3515625,123.46875,123.3125,123.390625,413327,1401892,FVM12,123.1484375,123.2265625,123.1328125,123.1875,1,56
01/13/2012,FVH12,123.6015625,123.671875,123.3125,123.34375,491972,1410741,FVM12,123.4140625,123.46875,123.359375,123.359375,77,121
01/17/2012,FVH12,123.625,123.671875,123.4296875,123.5703125,380524,1425031,FVM12,123.453125,123.453125,123.265625,123.28125,49,169
01/18/2012,FVH12,123.5078125,123.65625,123.4609375,123.6015625,400270,1419170,FVM12,123.3359375,123.3359375,123.3046875,123.3125,345,427
01/19/2012,FVH12,123.296875,123.5546875,123.1953125,123.5,508310,1427630,FVM12,123.109375,123.265625,123.015625,123.125,188,427
01/20/2012,FVH12,123.125,123.3671875,123.1015625,123.265625,463669,1435438,FVM12,122.9375,122.953125,122.9375,122.9375,31,455
01/23/2012,FVH12,123.0546875,123.265625,122.984375,123.15625,420496,1450338,FVM12,122.84375,123.1015625,122.7578125,123.1015625,141,539
01/24/2012,FVH12,123.109375,123.140625,123.015625,123.0859375,389426,1445787,FVM12,122.8828125,122.8984375,122.8203125,122.8984375,219,689
01/25/2012,FVH12,123.609375,123.796875,123.0625,123.109375,893121,1514892,FVM12,123.4453125,123.6171875,122.8984375,122.921875,871,992
01/26/2012,FVH12,123.84375,123.9375,123.625,123.640625,689603,1493461,FVM12,123.7109375,123.7890625,123.5625,123.5625,122,1112
01/27/2012,FVH12,123.890625,123.953125,123.7578125,123.8203125,470724,1500936,FVM12,123.7734375,123.828125,123.6953125,123.6953125,343,1357
01/30/2012,FVH12,123.96875,124.0546875,123.8828125,123.8828125,428536,1467268,FVM12,123.875,123.9375,123.8515625,123.9375,613,1845
01/31/2012,FVH12,124.046875,124.09375,123.8359375,123.9609375,509502,1474311,FVM12,123.9609375,123.9921875,123.9375,123.9375,1610,3247
02/01/2012,FVH12,124.0,124.0625,123.921875,124.0625,490785,1466031,FVM12,123.9140625,123.9375,123.859375,123.9375,332,3259
02/02/2012,FVH12,124.046875,124.078125,123.9375,124.0,401632,1443896,FVM12,123.96875,123.984375,123.9375,123.9375,3514,6107
02/03/2012,FVH12,123.7109375,124.1171875,123.6953125,124.046875,605805,1457665,FVM12,123.59375,124.0234375,123.5859375,124.0,2136,6469
02/06/2012,FVH12,123.859375,123.90625,123.7421875,123.796875,322458,1471154,FVM12,123.7421875,123.7734375,123.640625,123.703125,1333,7307
02/07/2012,FVH12,123.6171875,123.8515625,123.5390625,123.8359375,468011,1456861,FVM12,123.484375,123.6171875,123.4453125,123.6171875,1535,7956
02/08/2012,FVH12,123.578125,123.65625,123.5078125,123.5859375,398471,1459365,FVM12,123.4375,123.5,123.390625,123.421875,301,8088
02/09/2012,FVH12,123.390625,123.6328125,123.3125,123.5390625,531316,1447021,FVM12,123.234375,123.359375,123.15625,123.359375,2733,8271
02/10/2012,FVH12,123.625,123.671875,123.40625,123.4140625,444601,1435413,FVM12,123.5,123.53125,123.296875,123.296875,997,8341
02/13/2012,FVH12,123.4453125,123.625,123.421875,123.515625,340357,1435839,FVM12,123.3125,123.4921875,123.296875,123.3671875,677,8248
02/14/2012,FVH12,123.5546875,123.5703125,123.40625,123.4609375,474475,1427078,FVM12,123.4453125,123.4453125,123.34375,123.34375,1319,9056
02/15/2012,FVH12,123.640625,123.7109375,123.4296875,123.5078125,555187,1421839,FVM12,123.5234375,123.5859375,123.328125,123.3515625,1290,9560
02/16/2012,FVH12,123.28125,123.71875,123.2109375,123.6484375,668029,1390431,FVM12,123.1328125,123.59375,123.0703125,123.59375,3096,9828
02/17/2012,FVH12,123.296875,123.3515625,123.09375,123.3046875,518874,1386835,FVM12,123.1171875,123.1875,122.9375,123.1796875,10640,13328
02/21/2012,FVH12,123.140625,123.2578125,123.0234375,123.2578125,496319,1373962,FVM12,122.9453125,123.0625,122.828125,122.9453125,33053,30582
02/22/2012,FVH12,123.3359375,123.359375,123.03125,123.1015625,598699,1350818,FVM12,123.1484375,123.171875,122.8359375,122.8984375,80220,76678
02/23/2012,FVH12,123.3203125,123.375,123.171875,123.3046875,855503,1183366,FVM12,123.1328125,123.1796875,122.9921875,123.1328125,339360,292045
02/24/2012,FVH12,123.234375,123.3515625,123.203125,123.265625,615617,1041806,FVM12,123.078125,123.1953125,123.0390625,123.09375,288754,419175
02/27/2012,FVH12,123.4921875,123.53125,123.2109375,123.25,1212841,642058,FVM12,123.328125,123.375,123.046875,123.0859375,820265,827430
02/28/2012,FVH12,123.5078125,123.59375,123.4296875,123.4765625,1031604,292826,FVM12,123.390625,123.4609375,123.265625,123.3203125,800514,1144680
02/29/2012,FVH12,123.296875,123.5390625,123.171875,123.4765625,300475,195886,FVM12,123.171875,123.421875,123.046875,123.359375,819951,1218461
03/01/2012,FVH12,123.21875,123.34375,123.0859375,123.34375,180389,126914,FVM12,123.078125,123.2578125,122.9375,123.2578125,672202,1273907
03/02/2012,FVH12,123.4921875,123.5546875,123.234375,123.265625,78414,98356,FVM12,123.3828125,123.4453125,123.078125,123.125,480022,1284774
03/05/2012,FVH12,123.3046875,123.5546875,123.296875,123.4765625,35427,84871,FVM12,123.203125,123.4609375,123.1875,123.390625,417184,1275342
03/06/2012,FVH12,123.53125,123.5625,123.2890625,123.3046875,23540,78901,FVM12,123.453125,123.4921875,123.1796875,123.1953125,469736,1298752
03/07/2012,FVH12,123.390625,123.5,123.3828125,123.4921875,14269,72191,FVM12,123.296875,123.46875,123.2734375,123.4609375,394474,1308773
03/08/2012,FVH12,123.265625,123.4140625,123.21875,123.40625,14934,68922,FVM12,123.1484375,123.3203125,123.09375,123.2734375,409723,1307119
03/09/2012,FVH12,123.15625,123.2734375,122.9296875,123.2421875,17320,61147,FVM12,123.0234375,123.171875,122.78125,123.1328125,503452,1314082
03/12/2012,FVH12,123.09375,123.2734375,123.09375,123.21875,20003,52057,FVM12,122.984375,123.1875,122.9609375,123.0078125,312839,1323446
03/13/2012,FVH12,122.8046875,123.109375,122.5546875,123.1015625,13717,45850,FVM12,122.6640625,123.0078125,122.578125,122.9765625,547092,1334946
03/14/2012,FVH12,122.140625,122.65625,122.078125,122.6484375,7975,43681,FVM12,121.921875,122.6484375,121.8515625,122.6171875,902736,1376772
03/15/2012,FVH12,122.2890625,122.359375,121.8828125,122.1640625,8694,40452,FVM12,122.0703125,122.1875,121.6328125,121.9765625,882323,1394650
03/16/2012,FVH12,122.2265625,122.234375,122.03125,122.0859375,9459,36608,FVM12,121.96875,122.1171875,121.7109375,122.0625,578686,1389904
03/19/2012,FVH12,121.90625,122.3671875,121.8515625,122.359375,4743,35772,FVM12,121.625,122.15625,121.5546875,121.96875,640222,1389861
03/20/2012,FVH12,121.84375,122.109375,121.765625,121.859375,3365,34232,FVM12,121.5546875,121.8515625,121.421875,121.578125,627454,1380874
03/21/2012,FVH12,122.125,122.1328125,121.9140625,121.953125,3479,31755,FVM12,121.859375,121.8984375,121.53125,121.6171875,524752,1379757
03/22/2012,FVH12,122.25,122.359375,122.21875,122.2890625,4215,30505,FVM12,121.984375,122.1171875,121.765625,121.84375,557794,1384279
03/23/2012,FVH12,122.390625,122.4921875,122.296875,122.328125,2393,29496,FVM12,122.125,122.25,121.890625,121.953125,385999,1385811
03/26/2012,FVH12,122.453125,122.4921875,122.1640625,122.3359375,3711,26567,FVM12,122.1875,122.25,121.9140625,122.1015625,392671,1361373
03/27/2012,FVH12,122.7265625,122.78125,122.6640625,122.671875,3306,25152,FVM12,122.484375,122.5546875,122.125,122.1875,464240,1355533
03/28/2012,FVH12,122.703125,122.8359375,122.640625,122.640625,7549,23974,FVM12,122.453125,122.6171875,122.3671875,122.4921875,536490,1362587
03/29/2012,FVH12,122.8828125,122.8828125,122.78125,122.8125,5900,21697,FVM12,122.6640625,122.6796875,122.390625,122.4375,510669,1333373
03/30/2012,FVH12,122.859375,122.96875,122.8125,122.8125,23062,11786,FVM12,122.5390625,122.78125,122.359375,122.65625,555258,1295713
04/02/2012,FVM12,122.65625,122.7578125,122.34375,122.5,462677,1289039,FVU12,121.84375,122.68973214285714,121.84375,122.68973214285714,485870,1133768
04/03/2012,FVM12,122.21875,122.8046875,122.1640625,122.6796875,569049,1274872,FVU12,121.46875,122.72321428571429,121.46875,122.72321428571429,416482,971822
04/04/2012,FVM12,122.5078125,122.578125,122.1484375,122.171875,613215,1266712,FVU12,121.8984375,122.75669642857143,121.8984375,122.75669642857143,347093,809877
04/05/2012,FVM12,122.7109375,122.8984375,122.4921875,122.5546875,475804,1264388,FVU12,122.125,122.79017857142857,122.125,122.79017857142857,277705,647932
04/06/2012,FVM12,123.1796875,123.21875,122.6171875,122.6953125,220169,1278708,FVU12,122.640625,122.82366071428571,122.6376953125,122.82366071428571,208317,485986
04/09/2012,FVM12,123.171875,123.2890625,123.1171875,123.25,332341,1280716,FVU12,122.65625,122.85714285714286,122.65625,122.85714285714286,138928,324041
04/10/2012,FVM12,123.4375,123.484375,123.1015625,123.1484375,629591,1307839,FVU12,123.0078125,123.0078125,122.7490234375,122.890625,69540,162095
04/11/2012,FVM12,123.3359375,123.453125,123.21875,123.4296875,486684,1292610,FVU12,122.90625,122.92410714285714,122.8046875,122.92410714285714,152,150
04/12/2012,FVM12,123.3046875,123.421875,123.234375,123.3125,427630,1296845,FVU12,122.859375,122.96875,122.8046875,122.95758928571429,2437,2449
04/13/2012,FVM12,123.4765625,123.5390625,123.2890625,123.296875,375489,1300504,FVU12,123.0546875,123.078125,122.9609375,122.99107142857143,2550,4469
04/16/2012,FVM12,123.5390625,123.640625,123.421875,123.5,374236,1297934,FVU12,123.125,123.2109375,123.015625,123.02455357142857,930,5393
04/17/2012,FVM12,123.4375,123.5859375,123.375,123.5078125,453326,1299569,FVU12,123.0,123.05803571428571,122.9609375,123.05803571428571,3235,8363
04/18/2012,FVM12,123.4921875,123.5546875,123.390625,123.4609375,368548,1297706,FVU12,123.0625,123.1171875,123.0390625,123.09151785714286,1237,9382
04/19/2012,FVM12,123.5546875,123.609375,123.4375,123.5078125,393548,1313737,FVU12,123.140625,123.140625,123.0859375,123.125,110,9489
04/20/2012,FVM12,123.5234375,123.578125,123.421875,123.5078125,302480,1308087,FVU12,123.1015625,123.1796875,123.0078125,123.1796875,1242,10409
04/23/2012,FVM12,123.671875,123.7109375,123.5234375,123.5390625,318221,1305593,FVU12,123.265625,123.28125,123.234375,123.234375,119,10431
04/24/2012,FVM12,123.5625,123.71875,123.5078125,123.65625,370941,1309977,FVU12,123.140625,123.3515625,123.1328125,123.3515625,1169,11312
04/25/2012,FVM12,123.5859375,123.609375,123.3203125,123.5234375,567034,1314870,FVU12,123.15625,123.31640625,122.8984375,123.31640625,1858,12819
04/26/2012,FVM12,123.703125,123.78125,123.546875,123.5859375,482353,1342168,FVU12,123.3046875,123.3671875,123.28125,123.28125,1173,13821
04/27/2012,FVM12,123.765625,123.96875,123.6875,123.765625,390440,1353136,FVU12,123.375,123.5625,123.3125,123.546875,2496,15591
04/30/2012,FVM12,123.796875,123.8359375,123.7265625,123.7734375,346407,1313567,FVU12,123.421875,123.484375,123.375,123.484375,98,15601
05/01/2012,FVM12,123.6875,123.8671875,123.671875,123.796875,290432,1308187,FVU12,123.296875,123.46875,123.28125,123.421875,239,15606
05/02/2012,FVM12,123.7578125,123.859375,123.640625,123.7421875,345353,1305379,FVU12,123.375,123.4609375,123.25,123.28125,11,15609
05/03/2012,FVM12,123.78125,123.8125,123.6328125,123.734375,333493,1323199,FVU12,123.40625,123.4140625,123.390625,123.40625,769,15534
05/04/2012,FVM12,123.9375,124.015625,123.65625,123.765625,405572,1337473,FVU12,123.5703125,123.765625,123.3203125,123.3828125,553,15603
05/07/2012,FVM12,123.9453125,124.1015625,123.9296875,123.953125,217848,1333547,FVU12,123.5859375,123.734375,123.578125,123.625,776,16163
05/08/2012,FVM12,124.0546875,124.140625,123.9140625,123.953125,428715,1351591,FVU12,123.6953125,123.78125,123.6796875,123.71875,3090,18077
05/09/2012,FVM12,124.0625,124.203125,124.0234375,124.0390625,566738,1381008,FVU12,123.7109375,123.84375,123.6796875,123.6875,518,18338
05/10/2012,FVM12,124.0234375,124.125,123.921875,124.0703125,490889,1389656,FVU12,123.65625,123.7265625,123.5703125,123.5859375,648,18728
05/11/2012,FVM12,124.1328125,124.1875,124.0703125,124.1171875,304703,1380637,FVU12,123.78125,123.8125,123.7109375,123.796875,1227,19357
05/14/2012,FVM12,124.234375,124.3125,124.125,124.125,443637,1397786,FVU12,123.8984375,123.9609375,123.8671875,123.875,2320,20190
05/15/2012,FVM12,124.1484375,124.3125,124.125,124.2734375,480806,1375416,FVU12,123.8203125,123.875,123.796875,123.859375,26209,33257
05/16/2012,FVM12,124.109375,124.2265625,123.9765625,124.1875,499738,1380596,FVU12,123.796875,123.859375,123.6484375,123.671875,4643,36533
05/17/2012,FVM12,124.1015625,124.1796875,123.984375,124.1015625,493913,1379766,FVU12,123.796875,123.828125,123.6875,123.6875,4394,35854
05/18/2012,FVM12,124.0859375,124.1640625,123.9765625,124.09375,454178,1369306,FVU12,123.78125,123.8203125,123.6640625,123.7734375,11244,39859
05/21/2012,FVM12,124.0859375,124.109375,123.8828125,124.0078125,371380,1363395,FVU12,123.7734375,123.796875,123.5703125,123.734375,31324,57703
05/22/2012,FVM12,123.9375,124.078125,123.875,124.0625,485917,1307013,FVU12,123.625,123.75,123.5546875,123.7421875,94986,116797
05/23/2012,FVM12,124.1328125,124.1796875,123.859375,124.0,702903,1268581,FVU12,123.8359375,123.8671875,123.546875,123.671875,206415,227879
05/24/2012,FVM12,123.984375,124.1640625,123.8984375,124.078125,872587,1056718,FVU12,123.7109375,123.859375,123.6171875,123.765625,381871,399476
05/25/2012,FVM12,124.0078125,124.0625,123.8984375,123.953125,588867,846740,FVU12,123.75,123.8125,123.6171875,123.6875,336919,517198
05/29/2012,FVM12,123.984375,124.125,123.890625,123.984375,1286198,429351,FVU12,123.7265625,123.8515625,123.640625,123.71875,961554,882408
05/30/2012,FVM12,124.3359375,124.359375,123.9140625,123.921875,842501,207154,FVU12,124.125,124.1640625,123.6484375,123.671875,708707,1138175
05/31/2012,FVM12,124.375,124.578125,124.2109375,124.328125,245611,132509,FVU12,124.1875,124.40625,124.0078125,124.140625,716883,1167233
06/01/2012,FVM12,124.578125,124.7578125,124.3828125,124.46875,99775,109925,FVU12,124.3984375,124.6171875,124.1953125,124.25,752344,1129609
06/04/2012,FVM12,124.3046875,124.640625,124.296875,124.6171875,38190,102550,FVU12,124.1015625,124.4765625,124.0859375,124.4375,463529,1110654
06/05/2012,FVM12,124.3515625,124.4375,124.1875,124.3046875,21557,96368,FVU12,124.1640625,124.25,123.984375,124.125,418174,1132699
06/06/2012,FVM12,124.0859375,124.390625,124.03125,124.3046875,33067,86247,FVU12,123.859375,124.203125,123.8046875,124.1015625,735421,1105902
06/07/2012,FVM12,124.1484375,124.1796875,124.0390625,124.0546875,17095,78310,FVU12,123.921875,123.9609375,123.7890625,123.8125,670803,1081778
06/08/2012,FVM12,124.1484375,124.4140625,124.140625,124.15625,16984,72391,FVU12,123.9296875,124.2109375,123.8984375,123.9453125,411796,1079312
06/11/2012,FVM12,124.2578125,124.3359375,123.6015625,124.015625,12029,66471,FVU12,124.0390625,124.1171875,123.265625,123.859375,515761,1073626
06/12/2012,FVM12,124.0,124.265625,123.953125,124.25,6034,63160,FVU12,123.765625,124.109375,123.71875,124.0546875,441242,1071076
06/13/2012,FVM12,124.1953125,124.21875,123.921875,123.9921875,5309,59622,FVU12,123.9765625,124.0078125,123.6796875,123.78125,511492,1069103
06/14/2012,FVM12,124.1015625,124.265625,124.015625,124.140625,18305,53832,FVU12,123.9140625,124.0625,123.796875,123.9765625,455537,1064573
06/15/2012,FVM12,124.3125,124.34375,124.15625,124.1640625,10829,49081,FVU12,124.1484375,124.1875,123.8125,123.8125,394163,1078118
06/18/2012,FVM12,124.2890625,124.375,124.203125,124.2109375,10427,45571,FVU12,124.109375,124.21875,123.9140625,123.96875,399714,1080485
06/19/2012,FVM12,124.1953125,124.359375,124.125,124.359375,33616,34671,FVU12,124.0234375,124.203125,123.921875,124.125,408251,1081308
06/20/2012,FVM12,124.0078125,124.203125,123.7890625,124.171875,7766,31206,FVU12,123.7890625,124.0546875,123.5625,123.9921875,655620,1103286
06/21/2012,FVM12,124.0859375,124.1640625,123.9765625,124.0390625,6989,28398,FVU12,123.8828125,123.9765625,123.71875,123.71875,498202,1102778
06/22/2012,FVM12,124.0,124.0546875,123.96875,124.046875,2783,27698,FVU12,123.7734375,123.9140625,123.7265625,123.859375,362222,1097596
06/25/2012,FVM12,124.2265625,124.2421875,124.1328125,124.140625,1803,26660,FVU12,124.015625,124.0390625,123.75,123.765625,317421,1106829
06/26/2012,FVM12,124.1640625,124.21875,124.125,124.203125,1665,25800,FVU12,123.953125,124.0390625,123.859375,124.015625,374739,1113724
06/27/2012,FVM12,124.203125,124.21875,124.109375,124.203125,1359,24805,FVU12,124.0,124.0234375,123.890625,123.953125,408031,1137415
06/28/2012,FVM12,124.34375,124.4140625,123.9375,124.1875,3100,24307,FVU12,124.1796875,124.2421875,123.953125,123.984375,484607,1174101
06/29/2012,FVM12,124.109375,124.1796875,124.0078125,124.1015625,9541,21494,FVU12,123.96875,124.234375,123.8203125,124.1875,528086,1133430
07/02/2012,FVU12,124.28125,124.359375,123.9609375,123.9921875,486094,1146106,FVZ12,123.90625,124.19401041666667,123.87239583333333,124.19401041666667,440072,8
07/03/2012,FVU12,124.109375,124.3046875,124.078125,124.2421875,261373,1138497,FVZ12,123.734375,124.20052083333333,123.734375,124.20052083333333,352059,8
07/05/2012,FVU12,124.234375,124.3046875,124.0859375,124.1015625,393654,1123625,FVZ12,123.859375,124.20703125,123.859375,124.20703125,264046,8
07/06/2012,FVU12,124.3984375,124.46875,124.203125,124.2265625,328346,1116811,FVZ12,124.0859375,124.21354166666667,124.02864583333333,124.21354166666667,176032,8
07/09/2012,FVU12,124.4765625,124.515625,124.40625,124.4140625,203608,1130072,FVZ12,124.1640625,124.22005208333333,124.08072916666667,124.22005208333333,88018,8
07/10/2012,FVU12,124.5,124.515625,124.4140625,124.4453125,262356,1132686,FVZ12,124.21875,124.234375,124.1328125,124.2265625,5,10
07/11/2012,FVU12,124.4609375,124.5859375,124.3828125,124.4921875,398295,1135429,FVZ12,124.1796875,124.2890625,124.125,124.2890625,3,11
07/12/2012,FVU12,124.4765625,124.53125,124.390625,124.3984375,330801,1151091,FVZ12,124.1875,124.31026785714286,124.1640625,124.31026785714286,95,96
07/13/2012,FVU12,124.4765625,124.53125,124.375,124.484375,267316,1148063,FVZ12,124.1875,124.33147321428571,124.125,124.33147321428571,95,96
07/16/2012,FVU12,124.6640625,124.75,124.4921875,124.5234375,345920,1149254,FVZ12,124.3828125,124.4140625,124.35267857142857,124.35267857142857,95,96
07/17/2012,FVU12,124.546875,124.7109375,124.515625,124.640625,345931,1133542,FVZ12,124.265625,124.40625,124.265625,124.37388392857143,94,96
07/18/2012,FVU12,124.6875,124.6953125,124.4765625,124.53125,247689,1132460,FVZ12,124.40625,124.40625,124.3359375,124.39508928571429,94,96
07/19/2012,FVU12,124.609375,124.7265625,124.5859375,124.6328125,330540,1139161,FVZ12,124.328125,124.4296875,124.3125,124.41629464285714,94,96
07/20/2012,FVU12,124.78125,124.8203125,124.6171875,124.625,267481,1150842,FVZ12,124.5,124.5390625,124.4375,124.4375,94,183
07/23/2012,FVU12,124.875,124.9375,124.7734375,124.7734375,372269,1140952,FVZ12,124.6015625,124.6015625,124.5859375,124.5859375,2005,2185
07/24/2012,FVU12,124.9140625,124.9765625,124.765625,124.875,347844,1133515,FVZ12,124.6484375,124.6953125,124.5,124.6015625,2,2185
07/25/2012,FVU12,124.921875,125.0,124.8125,124.9453125,346053,1161305,FVZ12,124.65625,124.6640625,124.5546875,124.6171875,1410,3217
07/26/2012,FVU12,124.8515625,124.953125,124.78125,124.921875,343941,1168376,FVZ12,124.5703125,124.625,124.53125,124.59375,1936,4894
07/27/2012,FVU12,124.4765625,124.8125,124.3671875,124.796875,576106,1155128,FVZ12,124.1796875,124.3515625,124.1796875,124.34375,1169,5758
07/30/2012,FVU12,124.703125,124.7421875,124.453125,124.5234375,360839,1175651,FVZ12,124.4140625,124.4375,124.1328125,124.1328125,425,6119
07/31/2012,FVU12,124.78125,124.8828125,124.6796875,124.7109375,465620,1167418,FVZ12,124.5,124.59375,124.421875,124.453125,2452,7498
08/01/2012,FVU12,124.546875,124.875,124.53125,124.859375,442026,1158842,FVZ12,124.2578125,124.5703125,124.25,124.5078125,4163,8983
08/02/2012,FVU12,124.6953125,124.859375,124.4765625,124.5859375,543839,1148073,FVZ12,124.4140625,124.5546875,124.1875,124.3125,352,9165
08/03/2012,FVU12,124.3828125,124.7265625,124.3515625,124.6796875,446838,1163047,FVZ12,124.078125,124.40625,124.0625,124.40625,3850,9903
08/06/2012,FVU12,124.53125,124.59375,124.3515625,124.40625,277581,1160442,FVZ12,124.21875,124.28125,124.1015625,124.140625,3556,11779
08/07/2012,FVU12,124.2734375,124.5234375,124.203125,124.484375,431067,1174383,FVZ12,123.9296875,124.1875,123.875,124.109375,4189,14126
08/08/2012,FVU12,124.1953125,124.3671875,124.125,124.265625,362135,1184544,FVZ12,123.84375,123.9609375,123.7890625,123.9375,3750,15655
08/09/2012,FVU12,124.1796875,124.234375,124.03125,124.1484375,398561,1192969,FVZ12,123.828125,123.875,123.7109375,123.7578125,5111,17724
08/10/2012,FVU12,124.34375,124.3671875,124.15625,124.1640625,256006,1202078,FVZ12,124.0,124.015625,123.953125,124.0,4807,19376
08/13/2012,FVU12,124.328125,124.40625,124.2109375,124.28125,224891,1204601,FVZ12,123.9921875,124.046875,123.8828125,124.03125,368,19593
08/14/2012,FVU12,124.125,124.328125,124.078125,124.3046875,359711,1184201,FVZ12,123.765625,123.96875,123.7265625,123.9453125,5376,23304
08/15/2012,FVU12,123.8984375,124.1328125,123.8515625,124.0859375,449229,1180737,FVZ12,123.5078125,123.75,123.46875,123.75,13101,30877
08/16/2012,FVU12,123.8046875,123.9296875,123.6953125,123.8671875,481219,1189759,FVZ12,123.3984375,123.5390625,123.3046875,123.421875,10125,37043
08/17/2012,FVU12,123.875,123.953125,123.796875,123.8125,289526,1205213,FVZ12,123.484375,123.5546875,123.40625,123.453125,7879,42962
08/20/2012,FVU12,123.9296875,123.9765625,123.734375,123.890625,279560,1211785,FVZ12,123.5390625,123.5859375,123.3515625,123.5078125,16611,46884
08/21/2012,FVU12,123.9375,124.015625,123.7890625,123.953125,397344,1212217,FVZ12,123.546875,123.609375,123.390625,123.5625,25661,50452
08/22/2012,FVU12,124.3203125,124.4140625,123.9609375,123.96875,561807,1195880,FVZ12,123.9453125,124.046875,123.59375,123.59375,52473,71911
08/23/2012,FVU12,124.4375,124.5390625,124.3125,124.3984375,541289,1161791,FVZ12,124.0859375,124.1796875,123.953125,124.015625,87780,118124
08/24/2012,FVU12,124.375,124.515625,124.34375,124.375,448344,1078753,FVZ12,124.015625,124.171875,123.9921875,124.015625,150619,206036
08/27/2012,FVU12,124.46875,124.515625,124.3203125,124.3671875,452128,940274,FVZ12,124.1171875,124.1484375,123.96875,124.015625,236101,350377
08/28/2012,FVU12,124.5078125,124.5703125,124.4375,124.453125,800587,650650,FVZ12,124.1640625,124.2265625,124.0859375,124.21875,544930,645563
08/29/2012,FVU12,124.484375,124.5390625,124.390625,124.4921875,955975,358162,FVZ12,124.125,124.1953125,124.0390625,124.140625,630912,916253
08/30/2012,FVU12,124.6640625,124.6953125,124.484375,124.5,672751,215995,FVZ12,124.34375,124.375,124.1328125,124.1484375,563061,1105725
08/31/2012,FVU12,124.953125,125.0,124.546875,124.640625,317352,124854,FVZ12,124.6640625,124.7109375,124.2109375,124.359375,728821,1165459
09/04/2012,FVU12,124.828125,125.0234375,124.8046875,124.9921875,89551,95371,FVZ12,124.53125,124.7265625,124.5,124.71875,684712,1168754
09/05/2012,FVU12,124.84375,124.96875,124.8046875,124.890625,41968,78940,FVZ12,124.546875,124.6796875,124.5078125,124.5546875,482827,1189036
09/06/2012,FVU12,124.546875,124.8515625,124.515625,124.828125,51971,54654,FVZ12,124.234375,124.5625,124.1953125,124.5234375,590911,1177208
